Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
Jeff Rothschild,3.7,United States,Facebook,807,66,"Palo Alto, California",United States,Married,3,"Bachelor of Arts/Science, Vanderbilt University; Master of Science, Vanderbilt University",True
David Rubenstein,3.7,United States,private equity,807,71,"Bethesda, Maryland",United States,Divorced,3,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, University of Chicago",True
Maria-Elisabeth Schaeffler-Thumann,3.7,Germany,auto parts,807,79,"Herzogenaurach, Germany",Germany,Married,,,False
Steven Spielberg,3.7,United States,movies,807,74,"Pacific Palisades, California",United States,Married,7,"Bachelor of Arts/Science, California State Long Beach",True
Barry Sternlicht,3.7,United States,private equity,807,60,"Miami, Florida",United States,Married,3,"Bachelor of Arts/Science, Brown University",True
Mark Stevens,3.7,United States,venture capital,807,61,"Steamboat Springs, Colorado",United States,Married,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, University of Southern California; Master of Science, University of Southern California",True
David Steward,3.7,United States,IT provider,807,69,"St. Louis, Missouri",United States,Married,,"Bachelor of Arts/Science, Central Missouri State University",True
Vincent Viola,3.7,United States,electronic trading,807,65,"New York, New York",United States,Married,3,"Doctor of Jurisprudence, New York Law School; Bachelor of Arts/Science, United States Military Academy",True
Todd Wanek,3.7,United States,furniture,807,57,"St. Petersburg, Florida",United States,Married,2,,False
Wang Roger,3.7,United States,retail,807,72,"Nanjing, China",United States,Married,2,"Bachelor of Arts/Science, Chinese Culture University; Master of Business Administration, Southeastern Louisiana University",True
Russ Weiner,3.7,United States,energy drinks,807,51,"Delray Beach, Florida",United States,Single,,"Bachelor of Arts/Science, San Diego State University",True
Herbert Wertheim,3.7,United States,investments,807,81,"Coral Gables, Florida",United States,Married,,"Associate in Arts/Science, Brevard Community College; Doctorate, Southern College of Optometry",True
Xu Shugen,3.7,China,"construction, mining machinery",807,55,"Hangzhou, China",China,,,,True
Anil Agarwal & family,3.6,India,"mining, metals",831,67,"London, United Kingdom",India,Married,2,,True
Majid Al Futtaim & family,3.6,United Arab Emirates,"real estate, retail",831,,"Dubai, United Arab Emirates",United Arab Emirates,Married,,,False
Leonid Boguslavsky,3.6,Russia,venture capital,831,69,"Moscow, Russia",Russia,Married,4,"Master of Science, Moscow Institute for Transport Engineering",True
"Austen Cargill, II.",3.6,United States,Cargill,831,70,"Livingston, Montana",United States,Divorced,2,"Doctorate, Oregon State University; Bachelor of Arts/Science, University of Minnesota; Master of Science, University of Minnesota",False
"James Cargill, II.",3.6,United States,Cargill,831,72,"Birchwood, Wisconsin",United States,Married,2,,False
Chu Lam Yiu,3.6,Hong Kong,flavorings,831,51,"Hong Kong, Hong Kong",Hong Kong,Married,,,True
Steve Conine,3.6,United States,online retail,831,48,"Boston, Massachusetts",United States,Married,3,"Bachelor of Science in Engineering, Cornell University",True
Hu Kaijun,3.6,China,pharmaceuticals,831,59,"Beijing, China",China,,,,True
S. Curtis Johnson,3.6,United States,cleaning products,831,66,"Racine, Wisconsin",United States,Married,4,"Bachelor of Arts/Science, Cornell University; Master of Business Administration, Kellogg School of Management",False
Helen Johnson-Leipold,3.6,United States,cleaning products,831,64,"Racine, Wisconsin",United States,Married,5,"Bachelor of Arts/Science, Cornell University",False
Daryl Katz,3.6,Canada,pharmacies,831,59,"Edmonton, Canada",Canada,Married,2,"Bachelor of Arts/Science, University of Alberta; Doctor of Jurisprudence, University of Alberta",True
Peter Kellogg,3.6,United States,investments,831,78,"Short Hills, New Jersey",United States,Married,3,"Bachelor of Arts/Science, Babson College",False
Samuel Tak Lee,3.6,Hong Kong,real estate,831,82,"Hong Kong, Hong Kong",Hong Kong,Married,7,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Massachusetts Institute of Technology",False
Li Hongxin & family,3.6,China,paper & related products,831,68,"Yanzhou, China",China,Married,3,,True
Marianne Liebmann,3.6,United States,Cargill,831,67,"Bozeman, Montana",United States,Married,2,"Bachelor of Arts/Science, Montana State University",False
Winifred J. Marquart,3.6,United States,cleaning products,831,62,"Virginia Beach, Virginia",United States,Married,4,"Drop Out, Cornell University",False
Daniel Och,3.6,United States,hedge funds,831,60,"Miami Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",True
Anthony Pritzker,3.6,United States,"hotels, investments",831,60,"Los Angeles, California",United States,Married,6,"Bachelor of Arts/Science, Dartmouth College",False
Rodger Riney & family,3.6,United States,discount brokerage,831,75,"St. Louis, Missouri",United States,Married,3,"Bachelor of Arts/Science, University of Missouri; Master of Business Administration, University of Missouri",True
Niraj Shah,3.6,United States,online retail,831,47,"Boston, Massachusetts",United States,Married,2,"Bachelor of Science in Engineering, Cornell University",True
Lynsi Snyder,3.6,United States,In-N-Out Burger,831,39,"Glendora, California",United States,Married,,,False
Jerzy Starak,3.6,Poland,pharmaceuticals,831,73,"Konstancin, Poland",Poland,Married,3,,True
Michael Tojner,3.6,Austria,"batteries, investments",831,55,"Vienna, Austria",Austria,,,"Master of Business Administration, University of Vienna; Master of Laws, University of Vienna",True
Richard Tsai,3.6,Taiwan,finance,831,63,"Taipei, Taiwan",Taiwan,Married,2,"Master of Business Administration, Leonard N. Stern School of Business; Graduate, National Taiwan University",False
Ty Warner,3.6,United States,"real estate, plush toys",831,76,"Oak Brook, Illinois",United States,Single,,"Drop Out, Kalamazoo College",True
Yang Shaopeng,3.6,China,shipping,831,63,"Qingdao, China",China,,,,True
Yuan Liping,3.6,Canada,pharmaceuticals,831,50,"Shenzhen, China",Canada,Divorced,,,False
Zhang Hongwei,3.6,China,"oil, banking",831,66,"Beijing, China",China,Married,3,"Bachelor of Arts/Science, Harbin Engineering University; Master of Science, Harbin Institute of Technology",True
Andrej Babis,3.5,Czechia,agriculture,859,66,"Prague, Czechia",Czechia,Married,4,"Master, University of Economics in Bratislava (UEB)",True
Shyam & Hari Bhartia,3.5,India,diversified,859,68,"Delhi, India",India,Married,2,,False
Hubert Burda,3.5,Germany,publishing,859,81,"Munich, Germany",Germany,Married,2,"Bachelor of Arts/Science, Ludwig Maxmilian University",False
Chuchat Petaumpai & Daonapa Petampai,3.5,Thailand,motorcycle loans,859,67,"Bangkok, Thailand",Thailand,Married,2,"Bachelor of Arts/Economics, Oklahoma State University",True
Charles Cohen,3.5,United States,real estate,859,69,"New York, New York",United States,Married,4,"Doctor of Jurisprudence, Brooklyn Law School; Bachelor of Arts/Science, Tufts University",False
David Filo,3.5,United States,Yahoo,859,55,"Palo Alto, California",United States,Married,1,"Master of Science, Stanford University; Bachelor of Arts/Science, Tulane University",True
Sergei Galitsky,3.5,Russia,retail,859,53,"Krasnodar, Russia",Russia,Married,1,"Bachelor of Arts/Science, Kuban State University",True
Alessandra Garavoglia,3.5,Italy,spirits,859,61,"Milan, Italy",Italy,,,"Bachelor of Social Sciences, University of Milan",False
Franco Bittar Garcia,3.5,Brazil,retailing,859,37,"Franca, Brazil",Brazil,Single,,,False
Martha Ingram & family,3.5,United States,"book distribution, transportation",859,85,"Nashville, Tennessee",United States,Widowed,4,"Bachelor of Arts/Science, Vassar College",False
H. Fisk Johnson,3.5,United States,cleaning products,859,62,"Racine, Wisconsin",United States,Divorced,1,"Bachelor of Arts/Science, Cornell University; Doctorate, Cornell University; Master of Science, Cornell University; Master of Business Administration, Samuel Curtis Johnson Graduate School of Management",False
Li Guoqiang,3.5,China,auto dealerships,859,57,"Beijing, China",China,Married,,,True
Lim Wee Chai,3.5,Malaysia,rubber gloves,859,63,"Kuala Lumpur, Malaysia",Malaysia,Married,2,"Master of Business Administration, Sul Ross State University; Bachelor of Arts/Science, University of Malaya",True
Liu Xiaodong,3.5,China,flavorings,859,53,"Shanghai, China",China,,,,True
Daniel Loeb,3.5,United States,hedge funds,859,59,"New York, New York",United States,Married,,"Bachelor of Arts/Science, Columbia University",True
Jim McKelvey,3.5,United States,mobile payments,859,55,"St. Louis, Missouri",United States,,,"Bachelor of Arts/Economics, Washington University in St. Louis; Bachelor of Science, Washington University in St. Louis",True
Apoorva Mehta,3.5,Canada,grocery delivery service,859,34,"San Francisco, California",Canada,Single,,"Bachelor of Arts/Science, University of Waterloo",True
N.R. Narayana Murthy,3.5,India,software services,859,74,"Bangalore, India",India,Married,2,"Master of Science, Indian Institute of Technology",True
John Paulson,3.5,United States,hedge funds,859,65,"New York, New York",United States,Married,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, New York University",True
J.B. Pritzker,3.5,United States,"hotels, investments",859,56,"Springfield, Illinois",United States,Married,2,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, Northwestern University",False
Michael Rubin,3.5,United States,online retail,859,48,"Bryn Mawr, Pennsylvania",United States,Divorced,1,"Drop Out, Villanova University",True
Arnout Schuijff,3.5,Netherlands,payments software,859,53,"Amsterdam, Netherlands",Netherlands,Married,,,True
Thomas Secunda,3.5,United States,Bloomberg LP,859,66,"Croton-on-Hudson, New York",United States,Married,2,"Bachelor of Arts/Science, SUNY Binghamton",True
Vivek Chaand Sehgal,3.5,Australia,auto parts,859,64,"Delhi, India",Australia,Married,2,"Bachelor of Arts/Science, Delhi University",True
E. Joe Shoen,3.5,United States,U-Haul,859,71,"Phoenix, Arizona",United States,Married,,"Master of Business Administration, Harvard Business School",False
Leena Tewari,3.5,India,pharmaceuticals,859,63,"Mumbai, India",India,Married,2,"B.Com, Bombay University; Master of Business Administration, Boston University",False
Julia Thiele-Schuerhoff,3.5,Germany,brakes,859,,,Germany,,,,False
Romesh T. Wadhwani,3.5,United States,software,859,73,"Palo Alto, California",United States,Married,1,"Doctorate, Carnegie Mellon University; Master of Science, Carnegie Mellon University; Bachelor of Arts/Science, Indian Institute of Technology, Bombay",True
Wu Shaoxun,3.5,China,wine,859,65,"Daye, China",China,,,,True
Ye Guofu,3.5,China,retail,859,43,"Guangzhou, China",China,,,,True
Denise York & family,3.5,United States,San Francisco 49ers,859,70,"Youngstown, Ohio",United States,Married,4,,False
Zhou Jianping,3.5,China,fashion retail,859,60,"Jiangyin, China",China,Married,,,True
Mohed Altrad,3.4,France,"scaffolding, cement mixers",891,73,"Montpellier, France",France,In Relationship,5,,True
Gayle Benson,3.4,United States,pro sports teams,891,74,"New Orleans, Louisiana",United States,Widowed,,,False
Francesco Gaetano Caltagirone,3.4,Italy,"cement, diversified",891,78,"Rome, Italy",Italy,Married,3,,True
"William Conway, Jr.",3.4,United States,private equity,891,71,"McLean, Virginia",United States,Married,1,"Bachelor of Arts/Science, Dartmouth College",True
Jim Davis,3.4,United States,staffing & recruiting,891,77,"Newton, Massachusetts",United States,Married,2,"Bachelor of Arts/Science, Middlebury College",True
Deng Wen,3.4,China,flavorings,891,53,"Chengdu, China",China,Married,,,True
Ennio Doris & family,3.4,Italy,financial services,891,80,"Tombolo, Italy",Italy,Married,2,"Diploma, High School",True
Bernard Ecclestone & family,3.4,United Kingdom,Formula One,891,90,"London, United Kingdom",United Kingdom,Married,2,,True
Alexander Frolov,3.4,Russia,"mining, steel",891,56,"Moscow, Russia",Russia,Married,1,"Doctorate, Moscow Institute of Physics and Technology",True
Fiona Geminder,3.4,Australia,manufacturing,891,56,"Melbourne, Australia",Australia,Married,4,"Bachelor of Arts/Science, Monash University; LLB, Monash University",False
Zarakh Iliev,3.4,Russia,real estate,891,54,"Moscow, Russia",Russia,Married,2,,True
Viktor Kharitonin,3.4,Russia,pharmaceuticals,891,48,"Moscow, Russia",Russia,Married,2,"Bachelor of Arts/Science, Novosibirsk State University",True
Steven Klinsky,3.4,United States,investments,891,64,"New York, New York",United States,,,"Master of Business Administration, Harvard Business School; Doctor of Jurisprudence, Harvard Law School; Bachelor of Arts/Economics, University of Michigan, Ann Arbor",True
Chris Larsen,3.4,United States,cryptocurrency,891,60,"San Francisco, California",United States,Married,2,"Bachelor of Arts/Science, San Francisco State University; Master of Business Administration, Stanford Graduate School of Business",True
Angela Leong,3.4,Hong Kong,casinos,891,60,"Hong Kong, Hong Kong",Hong Kong,Widowed,5,"Diploma, High School",False
Margarita Louis-Dreyfus & family,3.4,Switzerland,commodities,891,58,"Davos, Switzerland",Switzerland,Widowed,3,,False
John Middleton,3.4,United States,tobacco,891,66,"Bryn Mawr, Pennsylvania",United States,Married,2,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard University",False
Arnon Milchan,3.4,Israel,movie making,891,76,"Tel Aviv, Israel",Israel,Married,4,,True
Arturo Moreno,3.4,United States,"billboards, Anaheim Angels",891,74,"Phoenix, Arizona",United States,Married,3,"Bachelor of Arts/Science, University of Arizona",True
God Nisanov,3.4,Russia,real estate,891,49,"Moscow, Russia",Russia,Married,3,"Diploma, Baku Institute of Law",True
Benjamin Zhengmin Pan & family,3.4,China,electronics,891,51,"Shenzhen, China",China,Married,,Jiangsu Province Wujin Teacher School,True
Jay Paul,3.4,United States,real estate,891,73,"San Francisco, California",United States,Married,,"Bachelor of Arts/Science, Boston University",True
Remo Ruffini,3.4,Italy,winter jackets,891,59,"Como, Italy",Italy,Married,2,,True
Patrick Ryan,3.4,United States,insurance,891,83,"Winnetka, Illinois",United States,Married,3,"Bachelor of Arts/Science, Northwestern University",True
RJ Scaringe,3.4,United States,electric vehicles,891,38,"Irvine, California",United States,Married,3,,True
Lynn Schusterman,3.4,United States,"oil & gas, investments",891,82,"Tulsa, Oklahoma",United States,Widowed,3,"Drop Out, University of Miami",False
Eric Ya Shen,3.4,China,online apparel retail,891,50,"Guangzhou, China",China,,,,True
Daniel Tsai,3.4,Taiwan,finance,891,65,"Taipei, Taiwan",Taiwan,Married,4,"LLM, Georgetown University; LLB, National Taiwan University",False
Tung Chee Chen,3.4,Hong Kong,shipping,891,78,"Hong Kong, Hong Kong",Hong Kong,Married,2,"Master of Science, Massachusetts Institute of Technology; Bachelor of Arts/Science, University of Liverpool",False
Bulat Utemuratov,3.4,Kazakhstan,"mining, banking, hotels",891,63,"Astana, Kazakhstan",Kazakhstan,Married,3,,True
